公司代號,公司簡稱,財務結構-負債佔資產比率(%),財務結構-長期資金佔不動產、廠房及設備比率(%),償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元),現金流量-現金流量比率(%),現金流量-現金流量允當比率(%),現金流量-現金再投資比率(%)
1783,和康生,13.48,283.28,1011.57,237.83,-10.55,3.22,113.35,1.63,223.92,0.73,0.24,-1.74,-2.16,-2.68,-7.75,-0.27,-22.21,-28.35,-1.39
1786,科妍,6.3,441.84,1896.88,1694.87,-130164.71,7.33,49.79,1.15,317.39,0.88,0.14,-1.99,-2.1,-4.14,-13.99,-0.41,4.33,44.25,0
1789,神隆,17.51,186.64,273.69,138.15,14649.62,5.42,67.34,0.89,410.11,0.87,0.35,4.26,5.08,8.56,11.81,0.69,46.31,68.65,0.57
1795,美時,45.84,671.43,178.05,139.81,-5.76,1.75,208.57,1.61,226.7,1.76,0.22,-4.6,-10.6,-24.6,-23.56,-2.41,-36.05,-237.41,-19.09
1802,台玻,50.44,108.56,90.72,50.19,0.78,5.94,61.44,3.32,109.93,0.64,0.4,0.29,-0.63,-0.7,-0.78,0.06,10.79,31.56,2.66
1805,寶徠,38.92,344.88,272.37,226.14,2.93,36.4,10.02,2.08,175.48,3.83,0.67,0.83,1.15,1.12,0.87,0.11,87.77,-8.66,28.51
1806,冠軍,46.41,145.06,173.26,99.16,0.3,5.23,69.78,2.22,164.41,1.06,0.5,-2.65,-6.46,-7.13,-7.19,-1.15,4.84,33.62,1.52
1808,潤隆,73.53,1215.36,183.34,49.36,3.96,10.54,34.62,0.36,1013.88,7.48,0.31,5.95,18.73,36.58,14.54,3.73,16.29,19.53,15.87
1809,中釉,23.91,266.26,397.05,292.55,1950.67,3,121.66,2.45,148.97,2.02,0.6,3.1,3.93,11.71,4.88,0.87,22.06,82.92,2.29
1810,和成,49.32,148.87,127.76,80.2,4.09,3.1,117.74,2.33,156.65,1.34,0.51,2.2,3.25,6.64,3.13,0.49,8.16,78.94,2.53
1817,凱撒衛,18.45,240.27,401.8,225.78,11524.76,10.86,33.6,3.52,103.69,3.41,1.16,10.96,13.49,33.11,9.35,2.51,57.1,74.43,1.28
1902,台紙,38.33,182.18,241.41,144.34,4.63,9.24,39.5,3.22,113.35,1.43,0.65,0.63,0.62,2.83,0.56,0.05,16.64,102.86,2.07
1903,士紙,48.8,473.21,71.16,49.49,-22.8,40.7,8.96,4.97,73.44,1.24,0.22,-5.99,-12.06,-17.13,-28.69,-1.71,0,0.89,0
1904,正隆,60.21,115.54,103.11,62.59,2.1,4.36,83.71,5.16,70.73,1.46,0.78,1.18,1.08,5.57,0.55,0.7,16.54,57.07,4.24
1905,華紙,32.33,160.24,220.31,149.33,1.21,6.52,55.98,5.1,71.56,1.64,0.72,0.22,0.16,0.11,0.06,0.02,11.73,62.84,1.44
1906,寶隆,36.54,8200.53,37.95,37.7,12.05,23.76,15.36,74.51,4.89,10.71,0.1,4.48,6.33,11.64,40.49,1.18,2.62,2187.11,0.77
1907,永豐餘,55.65,176.43,127.54,80.64,243.89,4.92,74.18,5.65,64.6,1.31,0.54,1.5,1.86,7.55,1.43,0.36,7.78,33.33,1.3
1909,榮成,66.29,128.03,102.85,85.54,2.49,2.55,143.13,10.06,36.28,1.13,0.58,3.41,5.72,14.28,3.19,1.09,10.79,57.37,1.09
2002,中鋼,50.97,120.01,112.82,35.75,8.54,26.4,13.82,3.32,109.93,0.73,0.49,4,7.45,18.11,7.17,1.43,49.01,59.1,5.68
2006,東和鋼鐵,39.71,172.1,147.55,67.22,10.62,8.9,41.01,3.56,102.52,2.23,0.94,2.98,4.55,12.91,2.94,1.06,38.29,85.36,6.37
2007,燁興,69.53,112.65,97.68,46.07,-2.94,77.51,4.7,6.46,56.5,0.72,0.54,-3.44,-13.79,-9.94,-8.61,-0.99,0,63.77,0
2008,高興昌,29.96,151.33,103.88,69.17,-2055.15,15.05,24.25,3.95,92.4,0.61,0.28,-7.07,-9.51,-9.21,-24.79,-1.34,-14.65,-262.38,-1.6
2009,第一銅,32.04,447.9,167.28,47.05,1154.56,17.32,21.07,2.55,143.13,3.95,0.68,2.43,3.18,4.09,3.27,0.37,0,70,0
2010,春源,39.48,247.37,207.65,144.69,8.76,4.01,91.02,4.3,84.88,3.91,1.12,2.64,3.82,8.22,2.09,0.66,20.24,79.1,2.55
2012,春雨,60.9,155.78,123.47,57.77,3.18,4.36,83.71,2.39,152.71,2.64,0.85,2.54,4.5,9.2,2.05,0.53,13.1,42.86,6.83
2013,中鋼構,-66.87,220.4,112.83,38.86,5.99,6.89,52.97,3.08,118.5,7.9,1.2,2.19,5.67,14.8,1.48,1.32,-4.09,-26.06,-10.1
2014,中鴻,74.05,135.08,82.36,17.61,1.8,54.64,6.68,4.97,73.44,2.19,1.04,1.2,2.31,1.46,0.56,0.15,2.89,45.86,0.91
2015,豐興,18.29,205.52,332.94,157.03,685.02,20.26,18.01,5.6,65.17,3.93,1.56,8.59,10.54,34.05,5.53,2.87,82.75,114.93,2.07
2017,官田鋼,42.05,187.16,105.04,31.3,0.64,16.06,22.72,3.33,109.6,1.88,0.7,0,-0.82,-0.46,-0.7,-0.44,-3.54,26.85,-1.7
2020,美亞,40.55,419.86,140.33,76.02,11.2,7.71,47.34,4.1,89.02,5.33,0.87,4.51,6.82,12.43,4.7,0.92,11.25,376.46,2.34
2022,聚亨,55.03,104.43,94.15,30.24,1.5,11.05,33.03,2.59,140.92,1.03,0.59,0.76,0.24,0.95,0.18,0,-6.79,14.04,-3.09
2023,燁輝,59.32,139.29,94,57.19,2.5,16.96,21.52,7.66,47.65,1.92,0.88,2.28,3.25,8.16,1.55,0.74,4.38,73.75,2.13
2024,志聯,47.56,140.36,176.87,102.36,6.16,5.63,64.83,3.51,103.98,1.47,0.72,6.24,11.34,9.56,7.7,1.26,31.58,40.4,4.95
2025,千興,32.64,131.66,109.22,48.6,-2.88,511.23,0.71,10.69,34.14,4.01,1.97,-2.56,-5.18,-2.64,-1.65,-0.3,61.04,98.88,9.37
2027,大成鋼,63.78,589.48,270.55,46.36,6.18,14.18,25.74,1.67,218.56,9.41,1.11,6.2,13.92,37.5,4.19,2.44,0,0,0
2028,威致,75.49,40.36,44.72,21.28,-579.88,19.86,18.37,7.6,48.02,2.33,1.46,-7.61,-35.11,-17.88,-6.13,-2.06,0,30.96,0
2029,盛餘,19.98,346.19,621.3,405.91,151.48,16.69,21.86,7.64,47.77,5.88,1.59,4.18,5.19,18.81,2.61,1.36,124.09,212.61,4.57
2030,彰源,67.47,166.44,153.74,55.55,3.78,12.44,29.34,2.67,136.7,3.34,1.23,4.69,11.43,17.23,2.8,1.51,2.7,50.91,1.41
2031,新光鋼,58.17,269.33,150.46,85.1,3.23,3.14,116.24,2.63,138.78,3.07,0.66,2.53,4.05,9.59,2.57,0.83,0.59,51.56,0
2032,新鋼,21.06,302.38,741.64,460.12,149.25,5.93,61.55,8.2,44.51,5.43,1.69,2.81,3.48,5.8,1.65,0.44,0,119.09,0
2033,佳大,30.86,221.96,179.37,77.21,-2.44,4.15,87.95,2.08,175.48,1.93,0.6,-0.92,-1.74,-2,-1.98,-0.2,-15.28,42.99,-4.49
2034,允強,36,321.54,281.33,124.43,2402.02,10,36.5,4.81,75.88,9.89,2.23,8.86,13.93,30.57,3.86,2.66,58.74,70.84,11.73
2038,海光,60.26,91.45,106.01,34.7,-2.7,10.02,36.42,4.99,73.14,2.9,1.43,-1.48,-5.38,-10.23,-1.39,-0.89,-12.13,12.15,-5.46
2049,上銀,54.97,133.39,129.87,88.42,17.91,2.83,128.97,2.2,165.9,1.03,0.52,8.31,17.81,111.34,15.03,9.2,32.15,63.54,12.45
2059,川湖,16.7,500.73,692.09,651.25,347.67,4.53,80.57,5.03,72.56,2.89,0.5,23.23,28.04,226.74,42.24,18.98,191.28,191.5,13.72
2062,橋椿,40.25,215.62,218.41,174.82,3327.96,4.75,76.84,5.14,71.01,2.22,0.74,7.94,12.61,48.36,10.08,3.82,27.47,74.55,-1
2101,南港,44.78,149.08,141.7,64.53,5.39,5.93,61.55,1.76,207.38,1.4,0.6,2.13,2.93,6.51,2.7,0.4,23.69,90.49,3.74
2102,泰豐,20.36,135.37,327.38,233.15,16.6,3.71,98.38,4.74,77,1.06,0.63,3.55,4.45,12.39,5.52,0.95,75.94,179.26,6.47
2103,台橡,45.29,225.5,149.91,93.75,8.77,8.03,45.45,4.86,75.1,3.14,0.96,4.24,6.97,18.74,3.9,1.38,19.49,NA,2.27
2104,國際中橡,37.17,249.88,202.93,161.74,11.62,5.65,64.6,5.47,66.72,2.16,0.68,8.66,12.77,69.46,11.47,4.76,25.12,135.05,4.08
2105,正新,47.87,111.66,135.95,92.23,1983,9.53,38.3,5.61,65.06,1.21,0.78,10.27,19.19,65.62,12.49,4.94,63.08,81.69,8.2
2106,建大,47.51,269.24,324.11,243.44,32.66,8.6,42.44,3.95,92.4,3.23,0.87,10.72,19.89,56.07,11.05,4.5,50.3,130.04,7.03
2107,厚生,8.48,1485.41,1003.03,592.3,1371.73,24.32,15,0.44,829.54,6.31,0.41,24.27,27.67,70.61,58.96,6.57,326.09,213.03,14.74
2108,南帝,21.72,201.26,333.01,231.25,20.11,9.65,37.82,5.4,67.59,2.41,1.05,3.38,4.29,8.07,2.81,0.56,77.24,136.47,7.34
2109,華豐,41.85,179.65,226.38,151.72,22.54,6.07,60.13,3.69,98.91,1.74,0.76,10.72,18.59,33.12,13.41,2.35,35.75,113.87,5.63
2114,鑫永銓,19.91,205.36,299.01,241.62,2053.32,7.6,48.02,5.95,61.34,2.09,0.83,19.23,24.3,89.05,22.99,7.34,125.4,147.09,10.49
2115,六暉-KY,36.15,368.94,279.13,202.86,33.84,3.92,93.11,4.06,89.9,5.21,1.03,9.25,13.84,41.93,8.75,3.25,17.55,53.6,3.6
2201,裕隆,60.49,232.99,96.55,84.98,10.21,2.24,162.94,9.27,39.37,3.45,0.63,1.65,3.57,2.6,2.33,1.51,-7.78,5.7,-10.63
2204,中華,16.45,827.03,292.47,207.99,153.02,11.93,30.59,5.08,71.85,5.59,0.57,4.67,5.6,23.41,8.12,1.88,47.78,NA,2.75
2206,三陽工業,59.56,167.24,111.59,64.1,71.1,16.31,22.37,3.83,95.3,2.85,0.94,-0.05,-2.25,-1.6,-0.96,-0.32,-1.96,-0.44,-1.86
2207,和泰車,72.46,172.25,110.68,100.5,33.5,2.16,168.98,20.42,17.87,4.55,1.13,7.46,25.94,223.9,6.42,16.84,9.35,28.6,1.45
2208,台船,53.84,147.04,129.57,6.29,18.56,90.42,4.03,10.03,36.39,2.37,0.9,1.7,3.31,7.12,1.78,0.61,NA,NA,-1.2
2227,裕日車,26.23,1713.56,255.34,247.3,189.03,106.42,3.42,12058.16,0.03,18.92,0.92,18.26,25.11,267.56,19.66,21.75,-8.75,69.12,-19.18
2228,劍麟,21.73,250.68,365.36,242.81,0,5.48,66.6,3.84,95.05,3.37,1.14,15.77,19.9,87.07,13.87,6.79,95.1,66.07,8.9
2231,為升,18.82,233.95,340.7,262.37,175.64,4.13,88.37,3.47,105.18,2.53,0.88,33.67,44.54,121.63,34.59,10.43,143.77,102.99,10.64
2233,宇隆,19.21,245.45,401.41,275.2,128.91,5.09,71.7,2.92,125,2.17,0.83,11.58,15.52,76.96,13.77,6.3,113.98,111.02,8.72
2236,百達-KY,38.65,296.8,198.22,143.39,8.31,2.87,127.17,3.74,97.59,4.8,0.97,8.34,11.73,52.65,7.55,3.46,2.81,NA,1.33
2239,英利-KY,54.21,143.88,95.14,55.33,16.68,8.24,44.29,4.51,80.93,3.29,1.13,9.99,20.81,178.46,8.51,11.42,5.28,79.53,4.72
2301,光寶科,63.44,266.56,127.79,101.02,12.51,4.53,80.57,6.62,55.13,6.39,1.07,2.91,8.73,33.1,2.46,2.8,11.75,91.47,6.23
2302,麗正,17.89,417.67,229.41,185.3,47.35,4.68,77.99,3.13,116.61,1.47,0.29,5.7,7.05,7.69,19.47,0.74,0,29.05,0
2303,聯電,28.17,155.02,201.35,150.93,14.31,7.15,51.04,7.4,49.32,0.85,0.46,3.96,5.66,11.11,8.2,0.97,93.1,90.4,5.44
2305,全友,34.24,295.53,200.42,158.63,10.97,11.4,32.01,1.79,203.91,1.53,0.37,7.8,11.24,7.9,18.84,0.76,NA,95.64,NA
2308,台達電,47.54,388.63,228.76,188.14,164.19,4.18,87.32,6.59,55.38,5.15,0.91,9.97,21.06,108.78,10.86,8.49,43.07,93.34,7.52
2312,金寶,67.74,394.15,99.6,79.45,9.17,4.05,90.12,11.29,32.32,9,1.14,5.25,14.6,16.62,4.12,1.72,7.66,51.92,7.02
2313,華通,59.27,161.16,185.36,142.52,11.88,3.41,107.03,6.47,56.41,1.78,0.73,5.12,11.07,22.52,5.87,1.67,32.34,72.32,6.39
2314,台揚,67.42,192.37,104.38,62.77,-12.89,7.21,50.62,3.24,112.65,6.25,1.02,-8.14,-24.21,-15.55,-8.63,-1.35,-7.83,4.98,-8.03
2316,楠梓電,46.25,452.65,190.86,159.51,10.9,3.93,92.87,9.63,37.9,3.69,0.64,3.45,5.84,13.14,4.97,1.15,26.92,114.6,2.97
2317,鴻海,60.02,323.27,148.35,118.45,12.72,5.51,66.24,10.89,33.51,11.41,1.76,6.02,14.8,117.7,3.14,8.85,14.64,90.37,11.62
2321,東訊,80.01,296.64,104.01,71.39,0.32,7.1,51.4,5.62,64.94,25.5,2.01,0.56,-6.2,-0.54,-0.59,-0.29,20.32,36.7,40.14
2323,中環,29.07,145.34,176.87,138.15,-6.17,5.11,71.42,4.44,82.2,0.69,0.4,-3.8,-5.98,-6.34,-10.72,-0.67,35.59,366.89,3.49
2324,仁寶,72.01,525.02,129.8,101.88,10.55,4.66,78.32,13.73,26.58,37.03,2.37,2.34,7.34,22.01,0.89,1.63,13.51,99.88,19.16
2327,國巨,50.02,219.24,143.61,112.46,24.76,3.61,101.1,3.5,104.28,1.81,0.49,7.36,14.14,72.33,14.4,2.3,27,188.59,8.44
2328,廣宇,38.06,415.59,200.38,169.2,16.18,3.78,96.56,9.24,39.5,5.27,0.89,2.12,3.24,11.37,2.2,0.4,26.06,72.77,9.91
2329,華泰,67.6,96.61,63.71,46.19,5.93,6.26,58.3,9.55,38.21,2.07,0.91,5.45,13.78,12.69,4.78,0.82,23.64,67.47,7.48
2330,台積電,30.06,158.17,311.7,278.03,94.35,8.12,44.95,7.42,49.19,0.95,0.55,19.33,27.88,116.51,34.58,10.18,209.7,92.15,13.04
2331,精英,50.06,383.51,158.06,117.15,118.18,6.61,55.21,8.61,42.39,12.27,1.66,3.92,7.53,36.56,2.33,2.09,1.25,49.25,-8.76
2332,友訊,48.29,988.94,156.87,96.75,7.61,4.21,86.69,2.92,125,22.89,1.21,0.25,0.46,2.21,0.2,0.1,-8.6,24.09,-10.78
2337,旺宏,49.2,122.17,109.62,57.7,-21.99,6.94,52.59,2.17,168.2,0.94,0.45,-12.64,-25.17,-18.18,-28.92,-1.84,1.54,29.63,0.25
2340,光磊,37.71,259.02,249.77,207.96,12.78,3.42,106.72,3.82,95.54,1.81,0.52,5.05,7.58,12.24,8.89,1.03,36.06,123.16,4.33
2342,茂矽,51.08,153.65,69.23,50.23,-1088.7,5.04,72.42,6.32,57.75,1.05,0.36,-8.6,-17.92,-10.94,-25.41,-1.09,-19.68,NA,-1.85
2344,華邦電,39.43,148.41,158.99,108.74,23.22,7.22,50.55,4.09,89.24,1.29,0.63,5.56,8.54,10.66,8.45,0.83,63.21,122.44,6.84
2345,智邦,46.56,603.85,186.06,132.35,284.65,6.75,54.07,6.13,59.54,17.34,1.65,4.66,8.78,13.18,2.82,1.21,1.3,55.76,-4.09
2347,聯強,66.19,732.76,131.21,91.61,979.93,7.28,50.13,9.85,37.05,52.69,2.54,4.3,11.43,28.01,1.52,3.16,5.89,11.91,1.21
2348,海悅,56.33,58051.87,499.01,234.21,25.94,5.07,71.99,1.37,266.42,479.47,0.9,17.74,39.57,41.16,19.03,4.13,-13.13,-45.52,-0.02
2349,錸德,37.28,128.78,110.88,66.11,-11.21,4.85,75.25,3.06,119.28,0.55,0.33,-9.23,-15.4,-13.22,-30.25,-1.29,0,75.82,0
2351,順德,52.71,157.64,168.92,94.34,20.56,4.62,79,3.54,103.1,2.13,0.98,8.2,16.73,54.26,7.97,3.95,45.87,75.07,9.24
2352,佳世達,70.59,243.4,105.1,73.4,5.21,6.11,59.73,7.3,50,6.66,1.36,4.14,12.24,18.75,2.5,1.51,-9.21,0,-3074.03
2353,宏碁,68.27,1337.31,128.13,94.52,5.01,5.44,67.09,8.33,43.81,56.76,1.73,1.22,3.06,9.35,0.54,0.66,4.78,53.18,10.33
2354,鴻準,37.36,573.66,223.84,150.61,121.39,3.04,120.06,20.15,18.11,5.39,0.74,8.36,12.4,79.67,11.18,6.84,28.7,307.22,11.45
2355,敬鵬,38,198,180,139,61,5.45,66.97,5.88,62.07,2.91,0.93,8,12,59,8,4.45,22,138,4
2356,英業達,67.08,196.83,119.29,92.95,8.74,6.45,56.58,11.1,32.88,12.42,2.23,3.76,10.56,26.98,1.53,1.98,0.64,134.58,-0.05
2357,華碩,53.03,1810.02,153.59,93.16,95.67,5.94,61.44,4.1,89.02,46.97,1.47,6.14,13.03,341.93,4.13,26.21,14.64,97.63,6.33
2358,廷鑫,24.97,515.33,231.35,168.94,NA,16.9,21.59,12.11,30.14,12.99,2.07,-3.84,-5.15,-4.98,-1.99,-0.43,NA,NA,NA
2359,所羅門,19.61,1125.52,354.68,299.5,2888.4,3.69,98.91,13.96,26.14,6.05,0.91,7.05,8.06,29.96,6.57,1.91,15.43,380.08,9.04
2360,致茂,37.26,445.91,319.94,262.08,49.61,3.25,112.3,3.56,102.52,3.81,0.74,9.68,14.75,40.16,12.77,3.51,42.76,104.74,2.31
2362,藍天,55.85,6673.65,61.98,46.23,5.03,10,36.5,5.88,62.07,16.81,0.18,2.84,4.73,49.13,12.24,3.55,6.31,39.33,119.83
2363,矽統,1.72,1003.71,1209.6,1118.62,*****,6.4,57.03,1.97,185.27,0.54,0.06,-1.51,-1.54,-1.87,-27.13,-0.19,-150.51,-152.88,-2.16
2364,倫飛,50.34,140.4,84.74,41.64,-16.27,9.4,38.82,2.38,153.36,1.64,0.58,-12.02,-24.03,-9.46,-23.27,-1.08,0,160.03,0
2365,昆盈,39.44,430.67,210.42,147.81,15.55,5.78,63.14,4.39,83.14,6.51,1.03,1.86,2.81,5.48,1.65,0.42,21.76,124.25,8.93
2367,燿華,46.87,143.13,147.52,124.8,582.54,3.5,104.28,12.07,30.24,1.39,0.76,3.29,5.28,9.28,3.69,0.9,32.15,80.01,4.82
2369,菱生,32.62,142.52,196.2,161.12,16.32,4.52,80.75,11.62,31.41,1.11,0.61,2.12,2.84,6.52,3.14,0.5,61.3,120.76,5.26
2371,大同,71.07,139.23,91.69,63.51,0.33,6.04,60.43,4.41,82.76,1.25,0.54,0,-4.81,-10.28,-2.65,0.16,6.19,59.49,1.93
2373,震旦行,44.95,511.09,178.07,148.97,4882.07,8.36,43.66,4.7,77.65,5.69,0.8,8.54,14.77,39.16,10.51,3.46,17.28,87.01,-1.43
2374,佳能,41.54,264.67,162.73,128.77,13.77,7.53,48.47,9.9,36.86,6.2,1.45,1.11,1.74,4.54,0.71,0.33,31,91.92,6.98
2375,凱美,23.4,923.55,384.77,347.31,32.5,3.14,116.24,5.71,63.92,7.51,0.61,4.71,5.79,16.95,7.52,1,174.36,234.37,43.72
2376,技嘉,32.99,544.04,251.95,161.03,160.17,9.45,38.62,5.23,69.78,12.92,1.59,7.02,10.8,46.82,4.39,3.82,26.72,131.46,3.55
2377,微星,47.16,425.33,184.45,106.33,7685.82,6.84,53.36,5.31,68.73,14.85,1.93,6.93,12.7,42.34,3.55,3.57,5.17,NA,-1.74
2379,瑞昱,46.18,656.22,187.61,151.63,49.64,5.95,61.34,4.54,80.39,9.76,0.83,10.56,18.69,84.88,12.45,7.71,33.09,126.34,12.62
2380,虹光,19.57,352.48,401.57,254.97,0,3.31,110.27,1.95,187.17,2.73,0.63,-1.81,-2.39,-2.83,-3.04,-0.39,33.52,75.1,4.37
2382,廣達,76.95,318.83,122.41,98.74,9.25,5.08,71.85,9.45,38.62,18.11,1.52,3.72,14.19,63.07,2.08,4.9,1.23,10.17,-5.35
2383,台光電,51.06,170.89,143.33,119.52,40.06,3.01,121.26,8.75,41.71,3.7,1.13,10.11,20.44,58.17,8.16,4.91,25.48,100.98,10.43
2385,群光,54.69,160.84,126.71,89.2,121.33,4.27,85.48,6.13,59.54,6.17,1.48,7.64,18.92,80.67,5.1,6.22,23.55,89.75,11.75
2387,精元,42.23,197.68,165.26,131.7,24.63,2.9,125.86,5.72,63.81,3.61,1.09,5.07,8.61,27.13,4.44,1.95,17.51,82.43,8.44
2388,威盛,80.22,210.34,88.88,71.04,-17,11.29,32.32,2.49,146.58,2.78,0.7,-15.66,-60.88,-30.62,-24.57,-3.18,14,0,10
2390,云辰,31.67,398.88,145.92,63.31,-2,9.47,38.54,1.44,253.47,1.76,0.35,-1.76,-2.99,-2.32,-6.1,-0.35,12.19,41.23,-0.24
2392,正崴,56.02,171.96,120.28,91.11,10.5,4.92,74.18,8.75,41.71,4.54,1.34,3.14,6.65,55.43,2.08,3.5,10.46,63.34,3.66
2393,億光,48,210,171,147,28,3.81,95.8,8.85,41.24,3.08,0.87,6.4,12,64,7,5.12,46,NA,12
2395,研華,28.55,266.88,229.06,161.64,42091.03,6.34,57.57,4.39,83.14,4.25,1.21,20.54,23.51,95.93,13.8,7.8,62.53,89.33,8.31
2397,友通,17.8,2067.6,582.48,480.26,1480.58,6.63,55.05,3.4,107.35,17.59,0.76,9.72,11.74,36.59,12.84,2.95,106.39,68.39,11.02
2399,映泰,27.43,1446.94,344.85,214.39,-2616.13,3.87,94.31,4.45,82.02,23.71,1.24,-1.84,-2.63,-2.2,-1.59,-0.37,-48.93,12.11,-17.99
2401,凌陽,27.42,331.79,284.4,228.76,1853.23,5.33,68.48,4.55,80.21,2.5,0.59,4.01,5.2,10.31,6.35,0.72,10.64,49.41,1.3
2402,毅嘉,41.38,294.56,254.27,232.87,39.23,3.04,120.06,11.9,30.67,3.35,0.83,9.07,14.71,39.14,9.53,3.22,41.03,110.72,9.99
2404,漢唐,59.15,935.28,138.48,116.02,232.5,4.51,80.93,0.13,2807.69,11.59,0.51,6.2,14.22,32.39,11.1,3.14,10.98,300.3,5.41
2405,浩鑫,32.86,746.7,274.57,232.65,-22.96,2.03,179.8,7.51,48.6,12.04,0.91,-3.33,-6.22,-7.48,-3.78,-0.71,78.32,-30.93,29.14
2406,國碩,53.11,223.38,232.45,153.87,11.34,4.03,90.57,6.19,58.96,2.59,0.92,5.21,9.6,29.78,5.05,0.01,-40.57,-7.16,-11.26
2408,南亞科,60.17,108.2,43.23,30.95,27.44,7.73,47.21,4.18,87.32,0.94,0.49,29.5,109.18,128.21,57.41,11.77,54.92,15.83,20.88
2409,友達,57,123,108,86,6,7.91,46.14,9.72,37.55,1.63,0.85,4.5,9.5,21,4.43,1.83,37,165,6
2412,中華電,17.28,128.14,117.85,101.65,100990.91,8.84,41.28,6.87,53.12,0.75,0.51,8.83,10.66,60.02,17.28,4.98,121.19,110.45,5.52
2413,環科,59.44,218.87,134.79,90.02,2.47,4.34,84.1,3.52,103.69,3.07,0.89,1.9,2.8,5.5,1.22,0.42,29.29,0.61,11.36
2414,精技,45.88,297.49,179.36,124.04,29.44,5.87,62.18,11.04,33.06,14.52,2.76,4.92,9.15,19.78,1.72,1.56,19.37,153.43,7.74
2415,錩新,50.99,291.06,160.4,123.7,8.36,8.41,43.4,4.61,79.17,2.81,0.59,6.07,10.83,32.24,8.65,2.02,-3.94,59.76,-4.57
2417,圓剛,7.76,811.47,605.45,569.31,NA,5.38,67.84,5.04,72.42,1.92,0.22,-3.97,-4.32,-7.52,-18.25,-0.75,-37.74,33.36,-3.5
2419,仲琦,50.96,440.76,250.18,164.48,1005.35,4.07,89.68,3.1,117.74,6.7,0.89,3.83,8.13,12.89,3.82,0.64,4.44,41.63,-0.01
2420,新巨,54.67,163.21,166.99,111.92,19.6,5.43,67.21,3.04,120.06,2.72,0.57,10.57,22.34,46.05,17.35,3.84,61.97,117.65,8.59
2421,建準,45.93,228.51,163.5,120.18,67.63,4.29,85.08,6.08,60.03,5.26,1.35,5.56,10.07,20.93,4.05,1.51,8.47,84.17,0.33
2423,固緯,34.25,220.88,231.54,125.43,52.85,3.77,96.81,1.64,222.56,2.49,0.74,6.06,9.14,16.3,8.08,1.35,9.68,31.39,1.46
2424,隴華,4.77,21012.82,1836.79,1800.61,0,13.99,26.09,4.11,88.8,17.8,0.09,-1.13,-1.18,4.06,-12.24,-0.21,68.77,309.45,3
2425,承啟,25.45,980.9,361.61,323.59,42,3.96,92.17,14.74,24.76,34.35,2.67,11.35,17.94,26.14,4.63,2.48,103.51,56.1,31.66
2426,鼎元,43.49,268.11,178.11,130.41,12.31,3.45,105.79,4.15,87.95,3.5,0.91,7.4,13.34,15.42,7.57,1.5,22.85,58.32,6.21
2427,三商電,32.52,421.64,263.53,114.14,3487,4.09,89.24,1.37,266.42,3.47,0.61,0.72,1.06,1.55,0.99,0.12,0,13.62,0
2428,興勤,26.46,384.85,381.6,304.94,172.38,3,121.66,4.28,85.28,3.7,0.81,11.49,15.47,65.55,13.94,4.87,52.19,101.43,6.08
2429,銘旺科,51.75,181.11,84.49,76.76,-33.46,2.93,124.57,30.47,11.97,3.07,0.93,-11.04,-20.85,-27.12,-12.12,-2.71,NA,NA,NA
2430,燦坤,56.56,131.6,93.68,25.36,*****,80.7,4.52,6.3,57.93,7.09,2.18,-0.39,-0.88,29.52,-0.18,0.66,8.39,56.34,1.99
2431,聯昌,49.73,408.93,156.8,86.66,95.56,5.7,64.03,4.09,89.24,10.52,1.29,4.85,8.89,13.22,3.3,1.28,-9.62,47.47,-8.13
2433,互盛電,43.38,164.25,105.66,93.88,3431.34,5.59,65.29,3.52,103.69,0.99,0.36,7.77,12.17,39.94,20.94,3.4,30.65,43.07,3.94
2434,統懋,32.2,206.27,434.87,230.84,4179.65,1.53,238.56,0.83,439.75,0.41,0.15,17.12,26.98,24.88,105.71,2.45,-70.01,191.17,-11.04
2436,偉詮電,13.92,1336.79,803.28,701.73,5099.64,3.38,107.98,4.55,80.21,8.14,0.57,6.31,7.4,9.67,11.13,0.94,-15.69,63.96,-3.01
2438,翔耀,33.59,145.56,120,106.55,48.03,4.5,81.11,5.25,69.52,1.27,0.56,8.41,11.99,11.1,14.59,0.04,23.05,24.9,4.45
2439,美律,38.59,238.33,186.91,147.6,969.98,4.53,80.57,7.55,48.34,5.11,1.27,12.86,21.83,84.26,10.1,6.72,44.76,124.06,7.89
2440,太空梭,50.5,361.23,131.45,116.19,96.69,3.41,107.03,11.34,32.18,7.6,1.05,-0.84,-0.95,-0.03,-0.44,-0.08,-14.9,-261.6,-18.19
2441,超豐,13.94,186.52,388.27,349.96,0,4.61,79.17,9.32,39.16,1.54,0.69,15.15,17.62,45.13,21.88,3.98,210.48,NA,16.19
2442,新美齊,53.31,3014.17,201.98,77.5,28.69,9.57,38.14,0.29,1258.62,11.54,0.22,3.46,7.07,8.42,15.16,0.72,2.41,-101.54,1.77
