"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔不動產、廠房及設備比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力-平均收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-不動產、廠房及設備週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-權益報酬率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投資比率(%)"
"1504","東元",39.09,377.76,186.19,129.42,22.99,4.62,79.00,2.90,125.86,3.29,0.58,4.41,6.71,22.79,7.23,1.60,24.40,118.38,3.86
"1506","正道",50.98,187.27,309.36,186.52,2.02,3.64,100.27,2.50,146.00,1.41,0.61,2.02,2.41,1.92,2.10,0.29,18.57,46.87,2.54
"1507","永大",59.97,238.87,126.95,66.60,42280.24,4.66,78.32,1.68,217.26,4.01,0.75,6.07,15.62,61.04,8.13,4.53,9.56,69.59,1.89
"1512","瑞利",68.85,129.14,115.82,77.23,433.13,3.40,107.35,5.35,68.22,1.73,0.76,-1.76,-9.02,-5.85,-3.73,-0.83,18.64,59.93,6.42
"1513","中興電",49.70,280.95,162.27,82.52,24.34,5.90,61.86,1.80,202.77,3.03,0.71,3.92,7.17,17.19,5.30,1.34,1.93,46.90,-2.83
"1514","亞力",45.07,309.91,168.98,111.28,17.45,2.25,162.22,3.40,107.35,3.56,0.71,2.57,4.32,6.66,3.33,0.59,11.66,72.80,3.37
"1515","力山",57.03,136.39,115.92,86.45,4.08,3.99,91.47,4.20,86.90,1.52,0.61,2.99,5.32,8.67,3.70,0.70,12.50,30.63,6.53
"1516","川飛",21.18,720.12,1216.92,1216.75,162.00,5.42,67.34,0.00,"*****",3.82,0.84,18.74,25.18,28.59,22.13,2.91,0.00,0.00,0.00
"1517","利奇",29.56,296.44,424.40,328.07,"*****",3.35,108.95,3.87,94.31,2.28,0.62,2.77,3.98,9.12,4.42,0.60,41.00,70.74,4.07
"1519","華城",59.60,266.35,159.21,80.55,11.01,2.37,154.00,2.16,168.98,3.90,0.73,3.45,7.14,11.45,3.94,0.86,-15.23,23.11,-12.34
"1521","大億",51.11,212.05,141.28,88.34,514.42,5.37,67.97,6.93,52.66,5.79,1.62,12.75,25.87,69.91,7.84,5.90,30.63,78.05,4.60
"1522","堤維西",64.04,159.21,111.37,46.33,5.20,6.20,58.87,2.80,130.35,2.10,0.83,5.92,13.58,35.79,5.79,2.43,22.09,60.16,6.49
"1524","耿鼎",59.38,86.20,62.97,37.09,-321.61,5.79,63.03,4.60,79.34,0.80,0.54,-3.15,-9.65,8.41,-7.66,-1.06,30.67,172.09,22.66
"1525","江申",19.11,738.31,156.60,129.64,462.00,5.83,62.60,8.04,45.39,2.44,0.30,10.94,13.47,69.30,36.39,6.31,10.35,57.61,-0.92
"1526","日馳",53.92,193.07,180.96,92.27,14.55,4.81,75.88,1.93,189.11,2.16,0.77,6.63,12.74,17.43,8.05,1.45,-3.60,59.53,-1.47
"1527","鑽全",76.03,497.06,125.98,60.86,12.19,4.83,75.56,3.44,106.10,3.71,0.25,7.78,29.58,91.67,28.48,6.75,14.01,203.17,17.39
"1528","恩德",50.74,260.00,166.00,102.02,-0.84,2.61,139.84,1.60,228.12,3.04,0.63,-0.49,-1.95,-2.44,-1.44,-0.24,20.38,86.00,12.68
"1529","樂士",44.56,376.87,90.63,32.90,-9648.62,3.48,104.88,1.06,344.33,1.07,0.14,-37.25,-54.65,-7.21,-259.91,-0.72,-35.28,-79.51,-18.50
"1530","亞崴",59.09,169.47,136.53,78.44,12.56,2.48,147.17,1.71,213.45,1.95,0.58,4.56,10.71,39.21,7.24,2.98,3.36,35.38,-2.13
"1531","高林股",25.43,297.68,330.42,243.10,35.71,2.38,153.36,2.41,151.45,1.72,0.46,2.73,3.50,10.10,5.72,0.79,28.60,79.39,2.79
"1532","勤美",46.74,232.08,203.91,83.38,17.30,3.41,107.03,1.00,365.00,1.57,0.48,5.22,9.60,57.68,10.67,2.80,35.11,82.27,8.12
"1533","車王電",47.54,296.81,196.49,122.51,12.74,4.30,84.88,1.25,292.00,2.48,0.56,4.11,7.16,25.88,6.62,1.72,23.17,119.38,7.44
"1535","中宇",48.72,2072.56,180.77,77.29,181.79,11.54,31.62,0.43,848.83,56.77,1.40,7.20,14.27,47.22,5.32,4.11,-27.91,3.01,-34.46
"1536","和大",56.77,150.43,159.97,102.89,28.69,4.75,76.84,2.56,142.57,1.30,0.65,13.84,30.37,56.67,20.53,4.62,47.86,90.13,6.59
"1537","廣隆",25.66,308.55,365.96,197.57,228.73,8.42,43.34,3.67,99.45,6.26,1.57,18.18,24.11,128.67,11.54,9.42,151.22,113.16,16.98
"1538","正峰新",55.92,98.02,87.10,64.04,-1.52,8.30,43.97,7.71,47.34,0.70,0.40,-1.95,-6.99,-6.54,-7.18,-0.65,-10.05,-3.45,-1.94
"1539","巨庭",66.61,172.09,128.14,90.52,12.73,8.41,43.40,3.95,92.40,3.96,1.12,9.92,24.58,42.83,8.10,3.42,10.53,128.22,7.19
"1540","喬福",14.65,379.14,554.35,407.27,84.83,9.42,38.74,1.22,299.18,2.25,0.49,3.41,4.15,7.99,6.92,0.73,128.74,177.52,10.34
"1541","錩泰",47.49,246.65,163.80,113.70,50.19,2.88,126.73,4.92,74.18,5.66,1.32,13.24,25.37,45.09,9.80,3.59,31.53,30.84,26.91
"1558","伸興",25.68,323.78,322.89,284.52,903.58,4.46,81.83,8.66,42.14,4.22,1.06,15.30,20.55,187.81,14.43,14.19,96.38,111.87,12.85
"1560","中砂",25.90,149.20,207.93,130.50,"*****",5.51,66.24,3.39,107.66,1.46,0.78,11.21,15.28,50.07,14.42,4.14,107.68,109.31,8.10
"1568","倉佑",45.14,174.87,224.91,139.26,11.10,3.70,98.64,3.52,103.69,1.79,0.80,4.71,9.49,18.66,6.32,1.34,41.53,137.16,6.14
"1582","信錦",40.03,944.48,306.80,276.55,7169.57,2.21,165.15,11.15,32.73,13.23,1.01,8.34,14.16,82.45,8.35,5.28,43.04,86.07,6.33
"1583","程泰",59.61,152.13,141.38,80.76,17.02,2.81,129.89,1.48,246.62,2.09,0.57,6.58,21.56,98.79,10.76,6.21,5.12,54.21,0.00
"1587","吉茂",51.25,156.11,148.17,73.22,6.10,4.78,76.35,1.65,221.21,1.52,0.60,3.16,5.25,14.19,4.38,1.17,14.88,51.50,3.33
"1589","永冠-KY",31.66,247.61,386.32,327.24,41.69,3.61,101.10,3.92,93.11,1.70,0.60,10.19,14.60,151.60,16.61,12.24,60.22,110.40,5.30
"1590","亞德客-KY",51.49,107.97,103.97,79.36,21.68,3.03,120.46,2.24,162.94,0.78,0.44,7.14,13.44,102.76,15.63,7.64,18.88,44.48,4.66
"1592","英瑞-KY",57.57,162.39,110.35,58.07,4.10,5.92,61.65,2.27,160.79,2.44,0.79,4.15,6.31,29.50,3.69,1.91,16.87,27.25,8.97
"1598","岱宇",64.93,129.98,106.72,79.89,13.82,4.59,79.52,4.97,73.44,2.97,1.04,6.53,18.63,40.37,5.74,3.13,9.66,68.25,3.03
"1603","華電",37.93,194.18,138.34,86.86,30.32,2.56,142.57,2.78,131.29,0.97,0.36,5.40,8.26,12.72,14.61,1.96,-8.25,70.34,-3.19
"1604","聲寶",38.05,192.53,165.90,91.72,40.25,7.32,49.86,5.13,71.15,2.28,0.80,4.36,6.69,10.98,5.35,1.00,9.94,72.18,-2.26
"1605","華新",39.27,498.44,299.78,160.67,681.97,9.48,38.50,6.30,57.93,8.29,1.39,1.89,2.67,6.89,1.15,0.45,23.48,93.52,4.13
"1608","華榮",35.21,290.89,175.20,90.73,-1268.92,8.96,40.73,2.85,128.07,2.72,0.66,-2.58,-4.24,-6.36,-4.17,-0.33,13.12,130.31,1.95
"1609","大亞",57.73,289.39,142.95,103.35,-278.79,5.04,72.42,5.33,68.48,4.05,0.82,-2.17,-7.97,-10.23,-3.57,-0.97,9.88,21.05,4.83
"1611","中電",29.70,235.09,146.51,108.09,1.28,4.17,87.52,2.49,146.58,1.07,0.33,1.39,0.22,0.86,0.44,0.03,18.91,33.49,5.37
"1612","宏泰",13.44,411.33,432.23,305.60,81.54,5.30,68.86,3.77,96.81,2.81,0.59,0.75,0.84,1.42,1.25,0.13,53.77,52.49,1.71
"1614","三洋電",23.16,138.00,254.40,146.66,44.90,15.34,23.79,4.93,74.03,1.26,0.78,3.92,5.11,11.53,4.93,1.00,59.21,99.74,3.30
"1615","大山",32.93,194.60,153.60,71.87,4.60,6.70,54.47,6.03,60.53,2.83,1.07,0.95,1.08,2.13,0.66,0.14,25.89,68.34,3.26
"1616","億泰",55.12,235.99,141.23,93.07,13.17,3.92,93.11,3.12,116.98,4.10,0.89,5.55,11.51,18.40,5.49,1.01,17.82,62.47,19.94
"1617","榮星",48.20,224.78,167.89,149.61,4.00,4.26,85.68,10.36,35.23,4.01,0.93,2.29,3.41,4.19,1.94,0.39,23.28,346.42,11.59
"1618","合機",8.04,247.74,676.39,491.20,1316.18,4.27,85.48,3.15,115.87,1.90,0.54,2.49,2.67,5.24,4.66,0.45,-84.32,52.01,-6.99
"1626","艾美特-KY",66.02,102.38,95.01,46.89,-0.38,5.89,61.96,3.24,112.65,3.67,1.33,-0.23,-3.27,-9.95,-0.86,-0.77,16.20,37.25,27.33
"1701","中化",44.62,179.14,181.59,113.85,12.69,3.31,110.27,2.58,141.47,1.32,0.57,3.88,6.56,15.11,6.40,1.19,24.42,52.95,3.82
"1702","南僑",69.32,141.40,136.67,110.63,12.57,9.05,40.33,5.68,64.26,1.93,0.87,7.16,21.36,59.19,7.51,4.49,39.44,105.59,17.51
