"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔不動產、廠房及設備比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力-平均收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-不動產、廠房及設備週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-權益報酬率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投資比率(%)"
"1434","福懋",19.41,446.62,258.63,158.90,28.93,8.59,42.49,4.58,79.69,2.49,0.47,5.85,7.18,37.28,11.94,2.82,60.57,102.23,1.78
"1435","中福",16.00,1152.14,14150.06,13913.55,-26004.06,17.16,21.27,0.02,18250.00,0.33,0.03,-1.14,-1.35,-0.87,-40.76,-0.10,131.21,12824.56,0.74
"1436","華友聯",67.30,23222.51,191.61,39.94,460.79,854.32,0.42,0.38,960.52,116.16,0.35,5.48,14.10,50.21,13.63,4.48,30.47,-11.39,12.30
"1437","勤益控",43.99,157247.66,799.21,764.09,6.49,25.88,14.10,3.74,97.59,61.94,0.05,2.94,4.46,14.81,42.80,1.23,209.56,337.81,16.35
"1438","裕豐",11.78,1838.28,43344.07,27433.98,"NA","NA","NA",0.03,"NA",0.05,0.00,-1.98,-2.24,-1.16,-69876.47,-0.12,2621.49,"NA",5.67
"1439","中和",7.76,67951.55,1294.23,1188.41,-809.61,34.82,10.48,30.67,11.90,6.15,0.12,-3.38,-3.67,-7.75,-27.69,-0.75,"NA","NA","NA"
"1440","南紡",43.07,172.07,108.52,49.59,7.99,12.24,29.82,3.78,96.56,1.27,0.57,2.80,4.26,7.85,4.29,0.65,5.43,32.69,0.02
"1441","大東",44.84,148.19,81.65,28.95,2307.00,8.74,41.76,3.02,120.86,1.15,0.55,31.99,91.60,126.24,55.70,11.44,-40.14,-82.54,-13.56
"1442","名軒",50.44,29029.33,285.44,7.30,14220.20,38.94,9.37,0.07,5214.28,37.92,0.09,1.15,2.22,4.71,12.79,0.40,-9.48,46.09,-4.59
"1443","立益",84.88,23.52,20.36,15.18,0.00,7.72,47.27,4.18,87.32,0.29,0.22,-11.38,-107.89,-44.44,-54.14,-2.38,0.00,0.00,0.00
"1444","力麗",37.94,194.31,138.97,73.40,6.73,8.80,41.47,4.58,79.69,1.77,0.68,2.32,3.08,5.10,2.86,0.44,3.37,51.37,-1.29
"1445","大宇",17.41,189.43,494.01,211.38,"NA",6.48,56.32,2.55,143.13,1.70,0.74,-1.11,-1.33,-2.56,-1.54,-0.17,25.17,129.13,1.36
"1446","宏和",57.29,84715.10,584.71,74.42,"NA",9.11,40.06,9.73,37.51,116.99,0.12,-0.68,-1.73,-4.08,-6.40,-0.21,"NA","NA","NA"
"1447","力鵬",43.97,208.78,150.93,87.62,3.11,6.80,53.67,5.29,68.99,2.68,0.89,1.28,1.74,1.86,1.05,0.19,44.87,87.62,10.57
"1449","佳和",88.26,100.04,70.89,25.63,0.09,9.75,37.43,2.26,161.50,2.16,0.41,0.21,-15.31,-8.57,-4.96,-0.85,-10.16,-413.51,-11.82
"1451","年興",23.88,432.86,346.91,190.52,39.09,5.29,68.99,3.34,109.28,4.69,0.84,3.97,5.38,28.09,4.57,2.03,4.11,90.44,0.00
"1452","宏益",10.02,349.54,809.97,680.71,47042.40,6.16,59.25,5.89,61.96,2.83,0.78,7.11,7.85,17.73,9.15,1.47,177.76,92.39,6.08
"1453","大將",1.43,1239.77,5937.96,2914.27,0.00,9.40,38.82,0.05,7300.00,0.26,0.02,24.81,29.01,37.45,1185.55,3.74,-979.30,-212.56,-13.82
"1454","台富",24.67,196.16,265.99,116.76,636.82,10.04,36.35,2.32,157.32,2.36,0.91,1.04,1.28,0.94,1.04,0.15,0.32,0.72,-0.04
"1455","集盛",33.62,162.61,156.11,87.88,6.76,6.52,55.98,5.92,61.65,3.05,1.34,0.89,1.17,1.77,0.57,0.15,11.45,154.24,0.95
"1456","怡華",76.85,4991.44,167.77,17.95,132.29,2.23,163.67,0.15,2433.33,6.75,0.10,1.36,1.06,2.32,2.60,0.13,"NA","NA","NA"
"1457","宜進",56.15,380.46,96.90,57.67,7.09,8.98,40.64,5.62,64.94,1.39,0.38,5.36,10.14,24.53,12.48,2.13,12.03,56.95,1.85
"1459","聯發",55.45,155.11,127.22,101.29,-450.21,7.14,51.12,7.36,49.59,1.20,0.48,-4.39,-11.58,-10.31,-10.63,-1.18,3.60,8.66,0.82
"1460","宏遠",58.70,102.51,97.97,23.09,4.23,7.34,49.72,1.80,202.77,1.63,0.77,1.85,3.14,5.53,1.67,0.33,5.31,31.22,3.19
"1463","強盛",10.05,591.71,899.48,810.81,0.00,12.11,30.14,2.48,147.17,2.29,0.36,9.35,10.27,18.97,27.34,1.62,350.66,70.74,-2.09
"1464","得力",68.59,106.82,87.75,52.19,3.26,4.82,75.72,2.93,124.57,1.60,0.60,2.41,4.68,9.48,2.78,0.61,-2.92,6.26,-10.22
"1465","偉全",17.50,661.01,525.14,438.64,2840100.00,4.37,83.52,1.21,301.65,2.84,0.29,1.01,1.50,2.74,3.48,-0.12,37.21,89.56,4.78
"1466","聚隆",55.29,141.17,141.36,58.02,-3.60,7.15,51.04,4.64,78.66,2.29,1.12,-2.29,-6.17,-10.22,-2.54,-0.94,6.73,51.54,1.20
"1467","南緯",64.33,175.99,138.57,85.66,1.56,6.63,55.05,4.62,79.00,3.22,1.04,0.40,-1.75,2.16,-0.59,-0.29,0.00,27.74,0.00
"1468","昶和",57.21,349.82,231.53,98.18,2.58,11.60,31.46,1.01,361.38,1.76,0.37,2.56,4.04,2.54,4.42,0.24,9.33,-242.63,1.58
"1470","大統新創",17.39,216.66,357.81,275.83,0.00,4.86,75.10,4.27,85.48,1.92,0.67,4.33,5.19,7.14,6.48,0.57,55.51,84.73,3.90
"1471","首利",40.51,202.60,112.02,95.76,-28.27,3.01,121.26,12.52,29.15,2.40,0.66,-16.18,-27.69,-21.85,-25.30,-2.13,-32.96,-109.52,-9.59
"1472","三洋紡",63.63,62.87,61.03,47.34,0.00,5.24,69.65,5.68,64.26,1.20,0.67,-6.85,-19.88,-16.46,-11.34,-1.59,-0.53,-39.26,-0.18
"1473","台南",36.39,345.95,165.66,108.43,3.52,6.26,58.30,7.29,50.06,6.92,1.35,1.90,2.06,7.48,0.95,0.54,-2.64,105.38,"NA"
"1474","弘裕",49.27,172.68,132.33,78.29,8.25,5.37,67.97,3.57,102.24,3.37,0.93,3.09,5.48,11.15,2.89,0.87,6.37,105.07,1.06
"1475","本盟",63.17,4523.67,129.66,73.15,-31.68,6.16,59.25,4.31,84.68,5.73,0.42,-38.74,-92.84,-31.76,-95.67,-4.02,-82.47,-10.34,-12.94
"1476","儒鴻",23.53,168.84,219.34,134.39,11912.89,7.63,47.83,4.58,79.69,2.76,1.31,20.93,27.37,199.48,15.88,15.96,95.44,88.79,10.62
"1477","聚陽",34.99,190.82,181.91,107.27,34.76,29.44,12.39,6.51,56.06,5.02,1.82,11.96,17.51,93.26,6.36,7.20,40.87,88.71,5.11
"1503","士電",41.07,194.41,128.18,84.58,43.34,3.82,95.54,3.43,106.41,1.79,0.65,3.91,6.40,41.18,5.89,2.72,26.63,102.39,7.34
"1504","東元",36.41,398.75,241.22,168.39,20.66,4.64,78.66,3.11,117.36,2.84,0.54,3.97,5.97,21.40,6.94,1.59,23.86,116.89,2.57
"1506","正道",57.91,132.29,117.44,58.30,-4.52,3.02,120.86,2.16,168.98,0.94,0.41,-3.80,-10.46,-12.43,-11.21,-0.95,3.52,37.77,1.12
"1507","永大",47.01,225.14,147.15,91.08,10045.47,4.04,90.34,1.94,188.14,2.65,0.65,3.21,6.30,25.81,4.92,1.65,5.52,89.39,-2.32
"1512","瑞利",78.58,122.48,103.07,64.45,-290.72,3.69,98.91,6.76,53.99,1.98,0.89,-4.49,-28.59,-8.60,-6.37,-0.94,-2.90,77.57,-1.00
"1513","中興電",55.04,205.07,119.86,54.10,16.67,6.58,55.47,2.58,141.47,3.10,0.73,3.56,7.42,15.42,4.59,1.33,16.83,41.51,7.23
"1514","亞力",49.29,316.55,148.31,90.97,22.53,2.28,160.08,2.98,122.48,4.30,0.79,4.04,7.47,12.16,4.92,1.09,0.00,68.75,0.00
"1515","力山",63.63,133.46,109.08,89.67,16.08,4.00,91.25,6.93,52.66,2.84,0.92,6.41,15.91,31.69,6.45,2.20,24.92,98.71,17.69
"1516","川飛",6.27,810.01,1377.30,1377.30,34.66,4.51,80.93,"*****","*****",19.87,2.33,4.26,4.50,5.08,1.78,0.51,241.40,4.26,16.09
"1517","利奇",29.27,307.93,347.41,263.66,"*****",3.84,95.05,3.74,97.59,2.32,0.64,1.28,1.80,4.71,2.00,0.40,11.39,64.18,1.10
"1519","華城",55.13,288.71,185.52,92.37,3.52,2.37,154.00,2.35,155.31,4.55,0.88,1.11,1.72,2.88,0.89,0.23,23.20,10.31,9.36
"1521","大億",46.45,217.84,148.89,73.88,443.48,6.16,59.25,5.87,62.18,5.77,1.58,8.84,16.87,48.64,5.60,4.19,33.67,79.47,1.51
"1522","堤維西",69.18,166.06,116.71,53.96,6.29,6.16,59.25,2.95,123.72,2.04,0.80,3.43,9.24,21.85,3.65,2.00,19.50,67.83,4.64
"1524","耿鼎",54.33,111.31,108.32,60.57,980.33,6.12,59.64,3.66,99.72,0.75,0.49,4.24,8.81,13.81,8.07,1.09,33.83,132.25,3.60
"1525","江申",17.37,896.90,122.02,95.92,283.00,7.66,47.65,7.27,50.20,2.74,0.27,9.30,11.33,73.43,33.88,6.17,-7.80,6.51,-4.52
"1526","日馳",43.22,234.78,222.84,88.61,21.08,5.58,65.41,1.61,226.70,2.59,0.65,7.34,15.59,29.44,10.71,2.69,8.44,61.85,-0.41
"1527","鑽全",74.24,482.15,125.04,53.20,13.08,4.46,81.83,4.21,86.69,4.20,0.26,7.76,30.30,89.50,27.64,7.48,8.55,134.89,12.14
"1528","恩德",55.14,264.35,159.75,90.80,2.71,3.58,101.95,2.08,175.48,4.26,0.85,1.23,1.62,3.25,0.82,0.22,-13.87,-7.53,-12.95
"1529","樂士",25.62,363.87,230.21,211.81,-33138.62,2.27,160.79,14.69,24.84,2.03,0.44,5.39,6.92,7.26,11.38,0.27,6.08,-183.85,2.28
"1530","亞崴",59.73,144.50,117.45,62.45,13.94,3.28,111.28,1.91,191.09,2.12,0.63,4.66,11.63,41.96,6.84,3.45,0.72,51.51,-2.14
"1531","高林股",19.06,358.93,515.78,303.55,17.99,3.07,118.89,2.11,172.98,2.31,0.57,2.93,3.29,14.22,4.71,0.68,-73.34,53.57,-10.79
"1532","勤美",55.42,252.48,198.56,77.73,8.34,3.99,91.47,0.89,410.11,1.76,0.48,6.71,14.65,62.48,13.17,4.76,27.91,115.98,8.69
"1533","車王電",47.93,286.94,155.60,90.16,19.27,4.46,81.83,1.35,270.37,3.06,0.61,4.73,8.86,31.54,7.25,2.71,0.00,118.35,0.00
"1535","中宇",62.90,1894.83,149.13,95.92,21.69,6.18,59.06,0.47,776.59,68.35,1.34,1.31,3.23,11.47,0.91,0.79,1.76,-26.24,-2.10
"1536","和大",55.89,126.55,129.37,88.56,23.47,3.84,95.05,2.75,132.72,0.84,0.48,8.66,18.39,55.69,17.34,4.85,26.72,50.83,1.37
"1537","廣隆",32.62,403.88,296.40,171.27,254.30,6.68,54.64,3.66,99.72,8.03,1.53,17.84,26.06,162.85,11.58,12.03,75.82,104.73,6.83
"1538","正峰新",74.30,122.63,75.35,51.15,-4.87,5.52,66.12,3.56,102.52,0.66,0.32,-6.55,-26.92,-17.70,-23.48,-1.77,-9.81,-27.10,-2.91
"1539","巨庭",56.41,201.49,154.66,114.76,13.96,10.01,36.46,3.84,95.05,3.44,0.82,11.25,26.88,60.08,12.77,5.07,13.36,92.51,7.54
"1540","喬福",24.18,433.74,340.04,277.94,72.45,6.28,58.12,1.02,357.84,1.85,0.36,7.80,9.66,18.68,21.59,0.50,38.20,81.26,7.49
"1541","錩泰",60.46,167.59,123.20,87.02,15.33,2.65,137.73,5.82,62.71,5.44,1.26,2.96,6.98,12.64,2.19,1.00,10.74,66.52,19.19
"1558","伸興",28.84,366.12,309.99,266.26,160.69,5.63,64.83,9.58,38.10,4.92,0.98,13.98,20.29,211.74,14.11,15.26,86.37,127.90,13.73
"1560","中砂",31.40,169.15,180.37,97.16,17948.16,6.17,59.15,3.37,108.30,1.79,0.86,11.79,16.27,61.95,13.63,4.96,42.38,76.45,2.85
"1568","倉佑",55.38,161.34,176.34,95.67,5.95,3.07,118.89,2.73,133.69,1.58,0.68,3.14,5.94,11.49,3.78,0.92,9.01,56.31,0.17
"1582","信錦",33.82,1065.64,275.78,246.47,166833.58,2.72,134.19,11.25,32.44,16.20,1.05,10.49,15.44,110.37,10.10,5.88,16.95,119.97,-6.46
"1583","程泰",59.04,182.30,131.79,70.16,14.33,3.37,108.30,1.59,229.55,2.09,0.57,5.60,13.24,85.34,9.14,5.41,0.00,61.63,0.00
"1587","吉茂",53.58,159.76,141.83,70.35,5.18,4.67,78.15,1.52,240.13,1.46,0.58,2.06,3.35,10.07,2.64,0.60,2.41,42.89,2.78
"1589","永冠-KY",43.01,182.59,218.55,172.74,-0.74,2.97,122.89,3.76,97.07,1.02,0.43,-1.06,-3.17,-3.33,-4.42,-2.48,-3.84,64.50,-2.16
"1590","亞德客-KY",51.18,111.37,100.51,70.76,17.97,2.99,122.07,2.01,181.59,0.94,0.49,9.40,17.17,201.44,18.20,15.02,28.44,39.77,10.35
"1592","英瑞-KY",63.87,135.63,107.60,51.89,-1.66,5.49,66.48,1.65,221.21,1.67,0.58,-2.97,-12.12,-39.25,-8.26,-3.53,2.41,42.59,-0.09
"1598","岱宇",70.41,112.27,83.21,48.74,3.70,6.48,56.32,3.33,109.60,1.12,0.81,2.50,6.03,9.15,2.29,1.20,-1.16,42.51,-1.99
"1603","華電",37.36,182.39,154.69,102.58,13.98,2.20,165.90,2.49,146.58,0.81,0.32,1.82,2.61,8.55,5.21,0.82,3.25,124.09,-1.93
"1604","聲寶",47.51,163.60,129.75,65.63,37.94,10.79,33.82,3.64,100.27,1.58,0.58,5.76,10.37,19.71,9.68,1.52,-0.57,54.31,-1.03
"1605","華新",40.24,400.69,182.68,94.86,2536.69,12.56,29.06,5.99,60.93,8.28,1.45,9.47,15.78,50.12,6.26,3.53,9.39,62.30,0.00
"1608","華榮",36.19,276.00,167.74,83.14,-2994.83,7.36,49.59,2.68,136.19,2.87,0.70,-4.51,-7.16,-8.63,-6.54,-1.46,40.49,53.57,6.03
"1609","大亞",60.36,300.02,181.26,118.20,396.44,5.45,66.97,4.89,74.64,4.20,0.95,3.89,7.15,12.06,3.07,0.83,6.97,20.90,1.69
"1611","中電",18.16,366.33,357.84,274.93,26.02,3.18,114.77,2.74,133.21,1.75,0.36,0.55,0.72,0.63,1.46,0.17,-24.90,63.48,-12.13
"1612","宏泰",13.80,327.84,462.45,262.06,75.53,5.65,64.60,3.63,100.55,3.06,0.74,2.37,2.68,4.97,3.16,0.39,31.90,31.59,0.25
"1614","三洋電",19.89,143.20,309.86,133.36,41.27,18.02,20.25,3.75,97.33,1.21,0.76,3.21,3.92,9.34,4.11,0.79,34.00,82.24,0.50
"1615","大山",31.59,303.41,196.90,99.57,44.82,7.78,46.91,5.82,62.71,5.67,1.41,8.40,12.07,20.34,5.84,1.76,20.95,74.48,0.88
"1616","億泰",48.13,245.25,156.76,76.93,3.24,5.25,69.52,2.76,132.24,4.14,0.99,0.60,0.66,1.33,0.34,0.06,3.83,124.12,3.22
"1617","榮星",43.14,223.15,176.79,150.22,17.00,4.54,80.39,9.60,38.02,4.54,1.10,7.01,12.62,18.22,5.99,1.50,26.71,139.73,11.86
"1618","合機",7.50,270.24,801.33,592.34,412.98,4.76,76.68,3.53,103.39,1.61,0.49,-0.24,-0.26,0.70,-0.49,-0.04,65.94,60.01,2.52
"1626","艾美特-KY",70.44,148.93,98.24,55.45,1.66,6.73,54.23,3.82,95.54,4.81,1.27,0.97,-0.58,5.88,-0.14,-0.12,13.26,100.97,20.01
"1701","中化",47.05,198.44,180.47,103.43,12.96,3.92,93.11,2.46,148.37,1.88,0.72,3.77,6.49,15.11,4.84,1.24,5.33,59.86,-0.50
