"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔不動產、廠房及設備比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力-平均收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-不動產、廠房及設備週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-權益報酬率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投資比率(%)"
"1321","大洋",43.66,124.90,141.09,78.11,3.33,9.40,38.82,7.62,47.90,0.94,0.65,0.31,0.26,1.76,0.22,0.06,18.48,53.42,1.92
"1323","永裕",52.39,170.62,186.77,132.24,17.79,5.69,64.14,5.03,72.56,2.23,0.92,9.32,19.11,50.84,9.21,2.77,61.91,199.27,12.04
"1324","地球",25.84,265.16,333.98,251.32,536.96,6.86,53.20,6.13,59.54,3.78,1.11,3.25,4.35,7.21,2.92,0.58,4.34,106.58,-0.99
"1325","恆大",9.76,213.14,946.53,752.62,558.24,5.46,66.84,5.56,65.64,1.16,0.51,3.42,3.79,8.80,6.58,0.72,76.62,85.18,1.27
"1326","台化",40.51,287.33,218.56,157.52,11.98,9.94,36.72,7.47,48.86,2.95,0.81,5.69,9.11,51.70,6.23,4.25,39.89,129.08,4.19
"1337","再生-KY",29.07,198.05,213.34,200.21,46.44,4.23,86.28,17.58,20.76,1.70,0.62,11.47,15.53,21.56,17.93,6.44,51.51,82.00,14.36
"1338","廣華-KY",42.41,198.22,158.29,132.01,28.41,3.58,101.95,7.61,47.96,2.85,0.87,6.40,10.11,78.48,6.27,5.87,11.23,64.43,4.48
"1339","昭輝",42.65,107.57,92.95,55.16,97.31,6.32,57.75,4.76,76.68,1.02,1.04,7.87,13.60,41.08,17.95,3.33,60.91,95.26,6.84
"1340","勝悅-KY",16.12,1623.29,571.93,567.16,112.91,2.62,139.31,69.87,5.22,13.71,0.70,23.80,28.08,116.26,30.64,10.04,133.82,"NA",25.66
"1402","遠東新",54.53,171.34,113.85,79.51,12.52,8.47,43.09,8.40,43.45,1.84,0.62,4.32,12.82,32.09,5.98,1.50,31.21,92.38,6.24
"1409","新纖",72.37,204.38,109.76,103.17,3.71,5.83,62.60,6.20,58.87,1.95,0.32,1.95,5.23,11.21,4.21,0.65,12.69,111.18,15.03
"1410","南染",17.95,468.02,793.27,766.90,599.96,5.39,67.71,16.81,21.71,1.80,0.36,6.11,7.67,12.58,16.87,1.08,186.80,183.67,2.92
"1413","宏洲",69.07,94.63,90.19,28.71,-12.49,12.19,29.94,3.87,94.31,2.46,1.20,-8.08,-26.87,-16.68,-7.17,-1.90,3.89,19.68,-1.21
"1414","東和",26.19,220.72,278.51,65.26,88.15,39.88,9.15,2.26,161.50,0.76,0.30,3.11,4.22,5.87,10.17,0.62,40.74,66.84,1.33
"1416","廣豐",42.09,760.29,177.27,17.88,7.68,7.92,46.08,0.09,4055.55,0.33,0.04,0.77,1.07,3.79,19.21,0.19,-9.59,100.92,-11.35
"1417","嘉裕",26.82,425.83,272.67,185.14,4.27,8.71,41.90,1.66,219.87,3.33,0.55,0.41,0.38,-3.13,0.50,0.04,-25.98,14.13,-7.01
"1418","東華",55.96,90.24,60.66,14.41,-9.25,48.39,7.54,5.23,69.78,1.52,1.06,-5.32,-12.86,-8.99,-5.70,-1.01,9.06,68.68,3.28
"1419","新紡",32.04,1560.59,56.55,46.59,6.13,9.73,37.51,2.53,144.26,1.93,0.09,1.85,2.36,5.60,16.35,0.55,-7.20,19.56,-3.93
"1423","利華",8.38,746.05,8172.73,4164.32,-721.29,30.39,12.01,1.12,325.89,2.06,0.28,-0.12,-0.14,-1.27,-0.45,-0.02,563.26,31.55,2.75
"1432","大魯閣",19.44,626.81,613.93,410.29,-3.49,11.05,33.03,1.34,272.38,2.79,0.39,-4.07,-6.14,-6.66,-12.74,-0.87,-268.45,67.95,-28.84
"1434","福懋",29.25,338.14,183.80,106.09,13.00,9.06,40.28,5.97,61.13,2.37,0.62,3.07,4.00,15.79,4.56,1.27,56.38,144.97,3.40
"1435","中福",15.24,171.80,14343.50,11238.60,-8685.50,22.41,16.28,0.64,570.31,0.04,0.02,-1.01,-1.18,-0.80,-46.98,0.09,-1055.55,1132.23,2.53
"1436","華友聯",57.49,7232.78,160.13,11.48,-123.88,38.68,9.43,0.03,12166.66,3.29,0.02,-0.32,-0.54,-1.84,-11.84,-0.18,-131.13,-69.23,-175.56
"1437","勤益控",52.17,1175.82,72.02,62.35,-5.20,5.22,69.92,8.14,44.84,1.39,0.14,-5.38,-12.52,-25.46,-43.95,-2.84,17.49,402.79,10.97
"1438","裕豐",11.85,1258537.50,19774.98,15856.79,"NA","NA","NA",0.17,"NA",929.98,0.10,5.00,5.73,2.91,49.00,0.29,"NA","NA","NA"
"1439","中和",7.32,287.91,9575.57,9514.76,14.59,24.66,14.80,51.29,7.11,0.60,0.19,0.08,0.08,0.22,0.37,0.02,77.88,-8.83,2.44
"1440","南紡",28.51,272.93,203.29,112.75,56.39,11.72,31.14,4.85,75.25,2.02,0.62,3.54,4.79,10.01,5.59,0.76,31.61,90.30,3.32
"1441","大東",58.00,186.98,132.27,74.00,0.27,6.39,57.12,4.13,88.37,1.44,0.57,0.07,-1.13,-1.34,-0.92,-0.14,-12.45,"NA",-1.94
"1442","名軒",59.61,37196.35,492.20,22.57,170.98,238.98,1.52,0.23,1586.95,162.90,0.35,11.60,32.79,66.74,32.58,6.30,84.18,-41.21,17.25
"1443","立益",58.81,55.17,58.01,30.68,0.00,5.90,61.86,2.78,131.29,0.68,0.41,-1.26,-11.01,-12.80,-7.69,-0.61,0.00,19.61,0.00
"1444","力麗",21.21,216.95,193.25,94.01,48.23,10.52,34.69,5.72,63.81,2.15,0.81,4.65,5.79,7.92,5.62,0.71,21.87,112.28,0.00
"1445","大宇",17.50,189.62,570.01,306.44,"NA",6.92,52.74,3.85,94.80,2.05,0.89,2.80,3.41,4.81,3.13,0.47,14.18,18.87,-0.35
"1446","宏和",51.68,1145.10,710.58,219.29,-24.75,8.92,40.91,7.88,46.31,2.52,0.19,-0.33,-0.59,-0.48,-1.48,-0.08,-148.03,-66.16,-20.08
"1447","力鵬",39.69,236.34,143.98,88.36,19.70,6.92,52.74,7.20,50.69,5.50,1.58,6.70,10.75,15.48,4.04,1.34,7.31,64.65,2.27
"1449","佳和",88.53,74.09,77.94,42.61,-2.02,21.17,17.24,8.42,43.34,2.50,0.94,-2.97,-36.82,-5.84,-4.34,-0.79,-14.39,-656.22,-35.58
"1451","年興",27.47,282.70,224.58,109.01,57.32,6.70,54.47,3.52,103.69,3.75,0.96,5.83,7.71,23.32,5.70,1.89,23.74,103.94,1.18
"1452","宏益",10.03,461.82,875.16,736.90,343.11,7.43,49.12,8.40,43.45,4.60,0.92,6.02,6.69,12.90,6.36,1.03,208.36,41.84,8.62
"1453","大將",13.55,330.36,724.79,371.12,166.39,12.71,28.71,0.73,500.00,0.93,0.26,1.75,1.97,2.80,6.52,0.24,-30.55,82.15,-2.41
"1454","台富",20.86,204.09,341.83,162.48,3232.79,10.50,34.76,2.99,122.07,2.39,1.02,1.85,2.28,1.99,1.76,0.28,"NA",0.49,"NA"
"1455","集盛",45.36,130.90,128.41,46.67,6.81,11.19,32.61,4.83,75.56,2.53,1.32,3.06,5.01,6.64,2.01,0.60,14.33,54.88,4.06
"1456","怡華",98.02,2218.09,95.24,26.12,0.00,3.40,107.35,1.30,280.76,15.84,0.32,-2.50,-95.08,-7.35,-13.37,-0.69,"NA","NA","NA"
"1457","宜進",50.99,165.87,88.15,57.77,3.25,7.36,49.59,7.76,47.03,1.12,0.56,3.23,4.80,6.22,4.14,0.72,-1.42,18.49,-0.65
"1459","聯發",33.21,324.44,218.11,177.98,812.38,8.16,44.73,11.22,32.53,1.88,0.50,3.47,4.72,5.49,6.06,0.56,30.68,20.97,3.10
"1460","宏遠",47.31,164.60,179.97,52.89,6.77,10.75,33.95,1.90,192.10,2.43,0.90,3.09,5.29,4.88,3.01,0.53,18.91,88.53,5.17
"1463","強盛",10.10,495.39,415.56,367.85,0.00,5.65,64.60,8.48,43.04,1.17,0.22,2.59,2.88,2.87,11.61,0.33,55.55,132.91,1.71
"1464","得力",53.71,135.00,110.80,52.91,-0.29,5.69,64.14,2.87,127.17,2.35,0.83,-0.35,-1.54,-1.52,-0.86,-0.18,-0.73,38.08,-0.93
"1465","偉全",20.14,250.88,391.04,235.70,1719.86,8.33,43.81,2.68,136.19,3.66,0.92,5.14,8.36,18.37,5.38,1.21,55.88,126.90,6.14
"1466","聚隆",44.36,188.96,179.77,67.12,6.21,9.42,38.74,5.24,69.65,4.83,1.77,3.96,6.10,11.21,1.88,1.02,28.70,62.35,3.15
"1467","南緯",62.30,191.74,155.12,94.54,4.03,8.08,45.17,4.41,82.76,3.59,1.15,2.31,4.50,10.60,1.53,1.00,6.96,222.55,2.02
"1468","昶和",47.21,161.86,179.37,36.09,-0.65,12.93,28.22,0.73,500.00,0.71,0.31,-0.99,-3.90,-3.06,-6.41,-0.30,-18.14,-4.03,-0.81
"1470","大統新創",12.96,249.94,527.41,393.64,"*****",3.88,94.07,5.16,70.73,1.84,0.64,2.88,3.27,3.67,4.38,0.34,96.90,120.39,7.22
"1471","首利",28.28,200.27,191.30,154.34,10.94,5.37,67.97,11.81,30.90,4.26,1.45,0.88,1.20,1.73,0.55,0.15,38.40,69.08,9.13
"1472","三洋紡",66.62,60.54,66.80,39.22,"NA",7.28,50.13,3.26,111.96,1.28,0.76,-7.85,-28.65,-14.95,-11.99,-1.37,2.53,15.22,1.08
"1473","台南",44.44,441.07,252.66,159.53,2.07,6.67,54.72,2.52,144.84,6.81,1.10,1.99,5.74,3.69,2.52,1.62,9.48,37.66,1.69
"1474","弘裕",49.46,166.12,129.07,67.88,6.70,5.66,64.48,3.68,99.18,3.28,1.04,2.44,4.13,6.17,1.98,0.54,4.66,32.26,1.06
"1475","本盟",53.96,76.41,50.22,28.46,0.00,5.13,71.15,4.61,79.17,0.50,0.30,-9.31,-35.37,-16.13,-38.20,-1.28,-14.60,0.00,-4.17
"1476","儒鴻",35.30,168.09,167.49,87.94,16806.17,9.13,39.97,4.57,79.86,3.64,1.45,24.35,37.30,132.23,15.10,10.91,60.80,90.53,18.90
"1477","聚陽",47.20,1.72,184.41,87.10,46.18,56.69,6.43,5.45,66.97,4.35,1.96,15.03,26.83,97.37,7.49,8.02,33.00,60.78,-0.42
"1503","士電",37.38,181.93,147.73,89.12,38.29,3.77,96.81,3.49,104.58,1.43,0.61,3.94,6.06,29.63,6.24,2.35,20.83,141.06,3.66
"1504","東元",39.23,322.73,204.38,142.12,31.31,5.55,65.76,3.61,101.10,3.82,0.76,5.23,9.40,25.38,6.64,2.01,31.23,144.75,6.85
"1506","正道",41.30,118.09,165.19,85.52,-2.19,4.38,83.33,2.68,136.19,1.21,0.60,-3.13,-7.06,-7.60,-6.93,-0.69,9.04,63.70,1.90
"1507","永大",65.17,233.45,119.15,52.45,3724.71,5.54,65.88,1.42,257.04,3.94,0.72,6.27,17.63,54.85,8.68,4.19,12.95,80.59,9.72
"1512","瑞利",65.59,123.72,123.54,75.37,40.02,2.84,128.52,4.14,88.16,1.42,0.63,-0.86,-5.66,-2.64,-3.10,-0.68,-5.47,61.62,-2.03
"1513","中興電",43.67,270.92,163.62,88.63,45.23,6.95,52.51,2.14,170.56,2.99,0.72,4.26,7.47,15.48,5.76,1.25,4.42,65.15,-2.01
"1514","亞力",41.89,264.99,176.43,131.09,9.11,2.44,149.59,3.53,103.39,3.48,0.76,1.64,2.59,3.29,1.97,0.35,"*****",100.17,"*****"
"1515","力山",54.65,182.88,127.29,103.61,6.38,4.06,89.90,4.90,74.48,2.04,0.64,4.65,9.41,11.92,6.26,1.14,0.95,114.38,0.56
"1516","川飛",19.25,384.51,27.61,27.61,24.46,0.00,"*****",0.00,"*****",5.19,0.86,2.80,3.26,1.77,3.16,0.19,11.62,-39.39,2.75
"1517","利奇",32.41,305.39,383.00,310.40,"*****",3.28,111.28,4.38,83.33,2.63,0.70,7.11,10.79,23.33,10.16,1.52,38.81,80.13,4.33
"1519","華城",46.84,206.85,174.27,97.01,9.05,2.65,137.73,2.24,162.94,3.01,0.80,2.33,3.94,5.53,2.59,0.44,38.89,170.99,16.94
"1521","大億",49.81,198.16,140.67,91.13,386.83,5.01,72.85,6.85,53.28,4.55,1.39,10.18,19.32,48.18,7.29,4.02,30.10,120.39,5.55
"1522","堤維西",69.49,138.00,100.64,69.40,2.81,3.61,101.10,6.96,52.44,2.24,0.90,1.79,3.54,9.89,1.21,0.20,19.08,87.53,8.99
"1524","耿鼎",60.31,107.74,106.10,64.62,7.65,5.02,72.70,4.34,84.10,0.73,0.48,-0.12,-2.47,-2.99,-1.99,-0.30,31.86,123.64,11.60
"1525","江申",18.96,553.56,269.17,229.69,72893.00,3.69,98.91,5.96,61.24,2.43,0.36,8.84,11.23,52.63,24.25,4.30,28.53,116.88,-0.01
"1526","日馳",52.23,179.37,204.00,94.83,6.96,5.09,71.70,1.81,201.65,1.71,0.70,4.06,7.55,7.81,4.95,0.70,27.29,135.35,7.53
"1527","鑽全",78.11,257.06,116.44,44.29,7.56,5.61,65.06,3.04,120.06,2.45,0.23,5.18,20.95,41.90,19.41,3.43,0.77,154.93,-0.07
"1528","恩德",53.94,306.00,223.00,149.53,5.78,2.57,142.02,2.16,168.98,3.39,0.69,2.93,5.10,8.58,3.36,0.73,16.06,50.00,4.68
"1529","樂士",27.41,406.39,94.94,67.47,-1807.39,3.02,120.86,2.98,122.48,1.08,0.20,-12.25,-17.50,-3.21,-69.81,-0.33,10.91,-537.54,3.36
"1530","亞崴",51.31,198.96,152.09,77.69,19.77,2.91,125.42,1.65,221.21,2.33,0.64,5.38,10.02,32.50,7.89,2.57,14.63,69.59,5.18
"1531","高林股",26.90,307.41,327.32,224.52,70.31,3.54,103.10,2.11,172.98,2.22,0.51,5.01,6.58,20.64,9.59,1.47,29.74,119.56,0.91
"1532","勤美",48.27,227.14,190.71,70.32,18.37,3.94,92.63,0.93,392.47,1.31,0.40,11.16,21.59,112.32,25.75,8.28,-1.39,41.13,-1.78
"1533","車王電",49.22,240.30,198.42,127.56,15.52,5.18,70.46,1.33,274.43,2.26,0.61,5.69,10.46,30.61,8.58,2.11,6.88,97.09,-2.01
"1535","中宇",57.78,2190.14,152.69,105.76,118.85,12.38,29.48,0.52,701.92,68.62,1.32,8.92,20.58,60.50,5.99,5.06,54.38,163.73,49.56
"1536","和大",56.56,142.09,149.53,84.89,10.54,3.80,96.05,2.40,152.08,1.07,0.56,7.49,17.25,22.92,11.69,2.28,10.10,95.56,1.86
"1537","廣隆",30.70,292.19,285.77,140.57,103.13,7.39,49.39,3.33,109.60,6.20,1.50,15.42,22.07,92.25,10.17,7.02,83.86,113.02,12.31
"1538","正峰新",62.56,101.07,83.58,69.80,-18.18,9.87,36.98,7.20,50.69,0.44,0.32,-18.32,-43.37,-28.47,-59.68,-2.83,9.33,65.97,3.38
"1539","巨庭",59.36,187.84,131.39,69.89,7.08,10.23,35.67,3.22,113.35,4.83,1.15,6.15,13.87,17.03,4.63,1.38,34.24,545.43,28.55
"1540","喬福",26.56,346.31,305.03,199.62,78.92,9.90,36.86,1.19,306.72,2.35,0.54,6.79,8.99,16.03,12.52,1.48,78.64,202.05,16.99
"1541","錩泰",51.02,163.49,116.96,70.95,-4.23,3.87,94.31,4.45,82.02,3.45,1.24,-1.04,-2.57,-4.60,-1.24,-0.29,-6.61,78.94,-6.55
"1558","伸興",30.14,343.93,280.98,241.68,595.39,4.66,78.32,8.12,44.95,5.45,1.22,15.76,22.74,152.35,12.95,13.05,74.74,119.35,14.76
"1560","中砂",31.01,184.20,170.44,99.83,220947.77,5.26,69.39,3.88,94.07,1.78,0.82,10.61,14.64,45.58,12.95,3.73,70.79,121.77,8.38
"1568","倉佑",55.12,163.91,210.80,132.07,4.49,3.64,100.27,3.31,110.27,1.43,0.70,5.11,6.87,8.62,4.35,0.93,49.99,344.26,7.92
"1582","信錦",40.16,639.61,234.09,208.01,15294.84,2.49,146.58,11.10,32.88,10.92,1.10,8.51,14.22,65.83,7.22,4.43,10.07,84.51,-5.42
"1583","程泰",55.94,140.22,135.43,62.56,17.62,3.33,109.60,1.36,268.38,2.40,0.63,6.12,18.73,70.35,9.07,4.05,12.84,52.88,7.06
"1587","吉茂",46.30,175.15,176.90,95.86,1307.96,5.07,71.99,1.63,223.92,1.50,0.57,6.00,9.87,22.43,8.91,2.05,22.33,82.44,7.32
"1589","永冠-KY",33.73,175.06,201.54,151.29,11.24,3.53,103.39,3.96,92.17,1.46,0.66,6.77,9.02,18.91,16.01,5.36,27.47,81.55,4.73
"1590","亞德客-KY",37.70,123.81,132.11,93.12,46.77,3.88,94.07,2.49,146.58,1.07,0.59,14.30,23.50,138.81,23.64,10.55,34.19,50.20,7.28
"1592","英瑞-KY",52.81,163.82,129.39,68.93,6.38,6.62,55.13,2.42,150.82,3.02,0.86,9.37,17.63,52.33,9.23,4.75,0.00,38.73,0.00
"1598","岱宇",76.25,154.02,104.66,72.83,1.99,3.86,94.55,6.06,60.23,3.59,1.16,1.38,2.67,3.58,0.63,0.50,20.81,60.28,28.04
"1603","華電",39.82,161.63,118.08,87.30,19.54,2.65,137.73,3.06,119.28,0.91,0.34,3.24,4.94,8.52,8.47,0.87,-3.20,288.42,-1.46
"1604","聲寶",37.13,195.30,222.67,111.23,21.63,6.59,55.38,4.72,77.33,2.52,0.86,3.91,6.41,10.38,4.33,0.80,36.23,66.83,2.70
"1605","華新",45.15,358.41,147.41,83.21,-276.85,8.87,41.14,6.88,53.05,6.26,1.33,-1.66,-3.91,-6.47,-1.63,-0.77,17.24,38.20,7.51
"1608","華榮",26.57,312.65,250.75,134.54,2095.80,12.75,28.62,3.77,96.81,3.22,0.84,3.67,4.95,7.44,4.17,0.96,62.19,0.00,5.54
"1609","大亞",54.46,313.53,172.10,110.28,231.93,5.78,63.14,6.02,60.63,4.61,0.98,1.31,1.63,2.59,0.89,0.25,1.61,1.25,-0.09
"1611","中電",44.57,220.45,131.60,84.89,-3.73,2.46,148.37,2.46,148.37,0.91,0.32,-21.82,-9.43,-12.15,-17.04,-1.35,7.07,18.17,1.33
"1612","宏泰",15.97,405.85,908.17,622.65,17.56,5.16,70.73,4.47,81.65,3.27,0.77,0.80,0.88,1.10,1.01,0.16,75.78,178.90,2.12
"1614","三洋電",22.85,156.65,342.89,227.65,82.49,13.51,27.01,3.73,97.85,7.22,3.01,3.61,4.61,10.67,4.74,0.84,118.82,90.30,7.97
"1615","大山",37.04,163.96,120.20,81.52,6.29,6.88,53.05,9.86,37.01,2.94,1.16,1.55,2.13,3.58,1.06,0.27,9.93,95.99,0.64
"1616","億泰",50.73,200.78,145.63,79.48,0.59,3.81,95.80,3.50,104.28,3.63,0.96,0.83,0.19,-0.66,0.10,0.02,0.00,56.27,0.00
"1617","榮星",51.29,250.71,187.87,161.43,2.00,4.52,80.75,11.26,32.41,5.10,1.17,1.15,1.06,2.01,0.43,0.12,12.72,153.35,5.37
"1618","合機",9.52,218.41,457.27,307.39,-517.62,9.92,36.79,3.09,118.12,1.25,0.50,-1.30,-1.45,-2.67,-2.58,-0.27,66.94,105.84,3.07
"1626","艾美特-KY",58.30,154.81,121.87,66.21,16.85,6.72,54.31,4.28,85.28,5.74,1.62,8.74,21.88,59.05,4.71,5.10,6.06,57.13,-0.51
"1701","中化",54.04,171.79,140.91,90.68,8.94,2.99,122.07,2.61,139.84,1.09,0.47,2.60,4.88,10.96,4.65,0.81,13.91,34.73,1.70
"1702","南僑",65.10,128.06,123.25,86.67,15.12,7.79,46.85,5.62,64.94,2.14,1.08,7.77,21.05,45.15,6.70,3.44,31.20,127.34,9.72
"1707","葡萄王",30.42,187.34,150.19,129.68,10843.62,48.27,7.56,2.51,145.41,3.33,1.33,27.79,39.77,109.59,20.90,6.42,129.33,112.52,19.12
